Age_Group,Gender,City_Tier,Occupation,Income,Fashion_Style,Fashion_Importance,Style_Approach,Shopping_Frequency,Shopping_Channel,Browsing_Time,Product_Type,Combo_Purchase,Color_Preference,Fit,Avg_Order_Value,Monthly_Budget,Price_Reaction,Decision_Factor,Discount_Importance,Discount_Trigger,Pain_Point,New_Brand_Trigger,Purchase_Intent_30d
35-44,Female,Tier 1,Student,25k-50k,Minimalist,Medium,Own style,Occasional,Both,<1hr,Co-ords,Co-ords,Dark,Slim,2000-5000,7000+,Buy less,Influencer,High,60%+,Returns,Affordable,Definitely
18-24,Male,Tier 2,Homemaker,10k-25k,Trendy,High,Follow trends,Weekly,Online,5hr+,Jeans,Co-ords,Bright,Regular,1000-2000,3000-7000,Buy less,Quality,Low,40-60%,Quality,Affordable,Probably
45+,Male,Tier 3,Other,1L+,Bold,Medium,Own style,Monthly,Online,5hr+,Jackets,Co-ords,Pastel,Oversized,5000+,1000-3000,Buy less,Price,Low,10-20%,Quality,Trendy,Probably
25-34,Female,Tier 2,Business Owner,50k-1L,Classic,High,Comfort first,Monthly,Online,5hr+,Co-ords,Top+Jeans,Neutral,Regular,2000-5000,3000-7000,Buy less,Price,Low,60%+,Returns,Affordable,Probably
25-34,Female,Tier 3,Student,50k-1L,Trendy,Medium,Follow trends,Monthly,Both,5hr+,Tops,Dress+Accessories,Neutral,Regular,2000-5000,1000-3000,Still buy,Brand,High,60%+,Delivery,Influencer,Probably
35-44,Male,Tier 2,Student,10k-25k,Bold,High,Own style,Monthly,Both,3-5hr,Jackets,Dress+Accessories,Pastel,Oversized,5000+,<1000,Buy less,Brand,High,10-20%,Size,Influencer,Probably Not
35-44,Male,Tier 2,Student,10k-25k,Minimalist,High,Comfort first,Weekly,Both,5hr+,Co-ords,Co-ords,Dark,Slim,5000+,7000+,Still buy,Brand,High,40-60%,Delivery,Affordable,Definitely Not
25-34,Male,Tier 2,Business Owner,10k-25k,Classic,High,Comfort first,Monthly,Online,3-5hr,Tops,Top+Jeans,Dark,Regular,<500,7000+,Switch brand,Quality,Medium,40-60%,Delivery,Affordable,Definitely
18-24,Female,Tier 3,Homemaker,25k-50k,Minimalist,Medium,Comfort first,Weekly,Both,3-5hr,Jeans,Co-ords,Neutral,Slim,2000-5000,<1000,Buy less,Reviews,High,20-40%,Quality,Trendy,Probably Not
18-24,Male,Tier 2,Student,10k-25k,Trendy,Low,Comfort first,Rare,Offline,<1hr,Jeans,Dress+Accessories,Bright,Slim,1000-2000,3000-7000,Switch brand,Price,Medium,20-40%,Returns,Influencer,Not Sure
45+,Female,Tier 2,Other,<10k,Trendy,Low,Follow trends,Weekly,Online,<1hr,Tops,None,Pastel,Oversized,500-1000,<1000,Switch brand,Brand,High,40-60%,Returns,Affordable,Definitely Not
18-24,Female,Tier 2,Student,1L+,Bold,High,Own style,Monthly,Online,1-3hr,Jackets,Co-ords,Dark,Regular,500-1000,7000+,Buy less,Quality,Medium,20-40%,Size,Influencer,Definitely
18-24,Female,Tier 2,Homemaker,10k-25k,Trendy,High,Follow trends,Rare,Offline,5hr+,Tops,Co-ords,Bright,Regular,5000+,1000-3000,Still buy,Quality,Low,20-40%,Returns,Affordable,Probably Not
25-34,Male,Tier 1,Business Owner,25k-50k,Classic,Medium,Own style,Occasional,Online,5hr+,Tops,Co-ords,Bright,Slim,1000-2000,7000+,Switch brand,Brand,Low,10-20%,Delivery,Reviews,Definitely Not
25-34,Male,Tier 1,Student,1L+,Bold,Medium,Comfort first,Monthly,Both,<1hr,Jeans,Dress+Accessories,Dark,Oversized,Outlier,3000-7000,Buy less,Influencer,High,60%+,Returns,Influencer,Definitely Not
25-34,Male,Tier 1,Student,50k-1L,Classic,High,Follow trends,Weekly,Online,<1hr,Jeans,Top+Jeans,Pastel,Regular,2000-5000,1000-3000,Switch brand,Influencer,Medium,20-40%,Returns,Reviews,Not Sure
45+,Male,Tier 3,Other,10k-25k,Minimalist,High,Comfort first,Occasional,Offline,<1hr,Jeans,None,Pastel,Slim,<500,3000-7000,Switch brand,Influencer,Low,20-40%,Delivery,Trendy,Probably
18-24,Female,Tier 1,Other,1L+,Classic,Medium,Own style,Weekly,Online,1-3hr,Co-ords,None,Neutral,Slim,1000-2000,7000+,Buy less,Brand,Low,10-20%,Size,Influencer,Not Sure
18-24,Non-binary,Tier 1,Student,50k-1L,Classic,High,Comfort first,Occasional,Online,5hr+,Co-ords,None,Neutral,Slim,<500,7000+,Switch brand,Quality,Medium,40-60%,Size,Affordable,Probably
18-24,Female,Tier 2,Student,25k-50k,Trendy,Medium,Follow trends,Rare,Online,1-3hr,Dresses,Co-ords,Pastel,Oversized,5000+,1000-3000,Still buy,Quality,High,20-40%,Delivery,Affordable,Probably
35-44,Female,Tier 1,Other,<10k,Minimalist,Medium,Follow trends,Monthly,Both,3-5hr,Co-ords,Dress+Accessories,Dark,Oversized,500-1000,3000-7000,Still buy,Price,Low,60%+,Returns,Reviews,Probably
25-34,Male,Tier 2,Homemaker,10k-25k,Trendy,Low,Own style,Monthly,Both,3-5hr,Jackets,None,Pastel,Slim,5000+,1000-3000,Switch brand,Influencer,High,20-40%,Returns,Influencer,Probably
18-24,Male,Tier 1,Working Professional,<10k,Minimalist,Medium,Own style,Occasional,Both,5hr+,Jackets,Co-ords,Neutral,Slim,2000-5000,1000-3000,Switch brand,Brand,High,60%+,Size,Influencer,Probably
35-44,Male,Tier 3,Working Professional,25k-50k,Minimalist,High,Follow trends,Monthly,Both,<1hr,Jeans,Top+Jeans,Neutral,Oversized,5000+,3000-7000,Buy less,Price,Medium,40-60%,Size,Influencer,Definitely
35-44,Female,Tier 3,Student,1L+,Classic,Low,Follow trends,Monthly,Online,<1hr,Tops,Co-ords,Neutral,Slim,1000-2000,1000-3000,Still buy,Quality,Medium,20-40%,Size,Trendy,Probably
35-44,Female,Tier 3,Other,1L+,Trendy,Medium,Follow trends,Monthly,Both,1-3hr,Jeans,None,Pastel,Slim,1000-2000,<1000,Switch brand,Price,Low,60%+,Quality,Influencer,Probably
45+,Female,Tier 2,Business Owner,25k-50k,Classic,High,Follow trends,Occasional,Online,3-5hr,Tops,None,Pastel,Oversized,2000-5000,1000-3000,Still buy,Influencer,Medium,60%+,Size,Trendy,Definitely
18-24,Male,Tier 2,Business Owner,25k-50k,Classic,Medium,Own style,Occasional,Online,3-5hr,Jeans,Top+Jeans,Dark,Slim,2000-5000,7000+,Switch brand,Reviews,Low,60%+,Returns,Affordable,Probably Not
35-44,Male,Tier 1,Working Professional,10k-25k,Classic,High,Follow trends,Rare,Online,5hr+,Jeans,Dress+Accessories,Neutral,Slim,500-1000,3000-7000,Buy less,Influencer,Low,40-60%,Size,Reviews,Not Sure
25-34,Female,Tier 1,Homemaker,50k-1L,Minimalist,Medium,Own style,Occasional,Online,3-5hr,Jackets,Top+Jeans,Bright,Slim,<500,7000+,Buy less,Influencer,Low,60%+,Returns,Reviews,Probably Not
35-44,Male,Tier 1,Working Professional,<10k,Trendy,High,Follow trends,Monthly,Online,<1hr,Tops,Top+Jeans,Bright,Oversized,500-1000,<1000,Still buy,Brand,High,10-20%,Returns,Influencer,Definitely
35-44,Female,Tier 2,Student,<10k,Trendy,Medium,Follow trends,Occasional,Online,<1hr,Dresses,None,Dark,Oversized,5000+,<1000,Still buy,Reviews,High,40-60%,Returns,Reviews,Probably Not
35-44,Female,Tier 2,Homemaker,1L+,Classic,High,Comfort first,Monthly,Online,<1hr,Dresses,None,Dark,Oversized,<500,1000-3000,Switch brand,Reviews,Medium,60%+,Size,Influencer,Definitely Not
25-34,Female,Tier 2,Business Owner,1L+,Minimalist,High,Comfort first,Occasional,Both,5hr+,Jeans,Dress+Accessories,Neutral,Regular,2000-5000,7000+,Switch brand,Reviews,Medium,40-60%,Size,Affordable,Probably
18-24,Male,Tier 1,Other,10k-25k,Trendy,Low,Follow trends,Weekly,Online,1-3hr,Jeans,None,Pastel,Regular,1000-2000,1000-3000,Switch brand,Quality,Low,40-60%,Delivery,Affordable,Probably
25-34,Male,Tier 2,Other,25k-50k,Bold,Medium,Own style,Monthly,Online,3-5hr,Jackets,Top+Jeans,Pastel,Regular,5000+,1000-3000,Still buy,Price,Low,10-20%,Size,Affordable,Not Sure
45+,Male,Tier 2,Student,<10k,Trendy,High,Follow trends,Occasional,Both,5hr+,Tops,Top+Jeans,Bright,Regular,500-1000,7000+,Buy less,Quality,High,60%+,Size,Reviews,Not Sure
45+,Male,Tier 2,Working Professional,10k-25k,Classic,High,Comfort first,Monthly,Online,1-3hr,Jeans,Dress+Accessories,Neutral,Oversized,2000-5000,<1000,Buy less,Reviews,High,40-60%,Size,Influencer,Definitely
Under 18,Male,Tier 2,Student,1L+,Bold,High,Follow trends,Occasional,Both,5hr+,Dresses,None,Bright,Slim,<500,<1000,Still buy,Brand,Low,40-60%,Quality,Trendy,Definitely Not
18-24,Female,Tier 1,Other,1L+,Minimalist,Medium,Comfort first,Occasional,Both,3-5hr,Tops,None,Bright,Oversized,<500,<1000,Buy less,Influencer,Low,60%+,Size,Affordable,Probably
18-24,Female,Tier 3,Business Owner,<10k,Bold,Medium,Follow trends,Monthly,Online,<1hr,Jeans,Top+Jeans,Neutral,Regular,1000-2000,3000-7000,Still buy,Influencer,Medium,10-20%,Quality,Affordable,Probably Not
35-44,Male,Tier 2,Other,1L+,Bold,Medium,Follow trends,Monthly,Online,1-3hr,Tops,Top+Jeans,Dark,Oversized,2000-5000,3000-7000,Switch brand,Quality,Low,20-40%,Returns,Trendy,Probably
35-44,Male,Tier 1,Homemaker,1L+,Classic,Medium,Own style,Rare,Online,1-3hr,Jackets,None,Bright,Slim,2000-5000,1000-3000,Still buy,Quality,Low,60%+,Returns,Trendy,Probably
18-24,Male,Tier 1,Other,50k-1L,Trendy,Medium,Comfort first,Monthly,Online,5hr+,Dresses,Co-ords,Dark,Regular,5000+,3000-7000,Buy less,Brand,Low,20-40%,Returns,Reviews,Definitely
25-34,Male,Tier 2,Other,25k-50k,Minimalist,High,Comfort first,Occasional,Online,5hr+,Tops,Top+Jeans,Pastel,Slim,5000+,3000-7000,Still buy,Influencer,High,60%+,Returns,Affordable,Probably
35-44,Female,Tier 3,Homemaker,1L+,Bold,High,Comfort first,Occasional,Online,<1hr,Dresses,Top+Jeans,Bright,Slim,<500,7000+,Still buy,Quality,High,60%+,Quality,Reviews,Definitely Not
35-44,Male,Tier 2,Working Professional,50k-1L,Classic,Medium,Own style,Rare,Online,5hr+,Jeans,Top+Jeans,Neutral,Slim,500-1000,1000-3000,Still buy,Price,Medium,40-60%,Quality,Affordable,Not Sure
25-34,Male,Tier 1,Other,10k-25k,Trendy,Low,Follow trends,Occasional,Offline,3-5hr,Co-ords,Dress+Accessories,Dark,Regular,<500,1000-3000,Still buy,Quality,Medium,60%+,Returns,Reviews,Probably Not
25-34,Male,Tier 3,Student,1L+,Bold,Medium,Own style,Occasional,Online,3-5hr,Tops,None,Pastel,Oversized,5000+,7000+,Buy less,Quality,Medium,10-20%,Size,Reviews,Definitely Not
25-34,Female,Tier 2,Other,10k-25k,Classic,Medium,Follow trends,Rare,Both,3-5hr,Dresses,None,Pastel,Regular,5000+,<1000,Switch brand,Reviews,Low,10-20%,Returns,Trendy,Definitely
18-24,Female,Tier 2,Student,1L+,Classic,Medium,Own style,Occasional,Online,3-5hr,Tops,None,Bright,Regular,5000+,7000+,Buy less,Price,Low,60%+,Returns,Influencer,Definitely
25-34,Male,Tier 2,Homemaker,<10k,Classic,Low,Own style,Occasional,Both,<1hr,Jeans,Top+Jeans,Pastel,Oversized,<500,<1000,Buy less,Price,High,40-60%,Quality,Influencer,Definitely Not
25-34,Female,Tier 1,Other,50k-1L,Minimalist,High,Comfort first,Weekly,Online,<1hr,Jeans,None,Neutral,Oversized,2000-5000,1000-3000,Switch brand,Brand,Low,40-60%,Returns,Influencer,Not Sure
35-44,Female,Tier 2,Homemaker,50k-1L,Trendy,High,Own style,Monthly,Both,<1hr,Dresses,None,Bright,Oversized,500-1000,1000-3000,Buy less,Reviews,Low,20-40%,Quality,Affordable,Not Sure
25-34,Female,Tier 1,Homemaker,<10k,Bold,Low,Follow trends,Occasional,Online,5hr+,Jackets,None,Pastel,Oversized,500-1000,3000-7000,Switch brand,Price,High,60%+,Delivery,Trendy,Probably
35-44,Male,Tier 3,Working Professional,25k-50k,Trendy,Low,Own style,Monthly,Offline,<1hr,Tops,Dress+Accessories,Neutral,Slim,5000+,3000-7000,Switch brand,Reviews,Medium,20-40%,Quality,Trendy,Probably Not
18-24,Female,Tier 2,Other,50k-1L,Trendy,High,Own style,Monthly,Online,1-3hr,Tops,Dress+Accessories,Dark,Regular,1000-2000,7000+,Still buy,Reviews,Low,40-60%,Returns,Trendy,Not Sure
25-34,Female,Tier 2,Student,10k-25k,Bold,High,Follow trends,Weekly,Online,1-3hr,Jeans,Top+Jeans,Dark,Regular,<500,3000-7000,Buy less,Influencer,High,10-20%,Size,Affordable,Probably Not
Under 18,Female,Tier 2,Student,50k-1L,Trendy,High,Comfort first,Occasional,Online,1-3hr,Tops,None,Bright,Regular,2000-5000,1000-3000,Switch brand,Price,High,40-60%,Quality,Reviews,Definitely Not
18-24,Female,Tier 3,Other,25k-50k,Minimalist,High,Follow trends,Monthly,Online,5hr+,Dresses,Top+Jeans,Neutral,Oversized,5000+,1000-3000,Buy less,Influencer,Medium,10-20%,Quality,Reviews,Not Sure
35-44,Female,Tier 3,Working Professional,10k-25k,Bold,Low,Follow trends,Monthly,Online,5hr+,Co-ords,Top+Jeans,Pastel,Regular,1000-2000,<1000,Buy less,Quality,High,20-40%,Quality,Influencer,Not Sure
45+,Male,Tier 2,Working Professional,10k-25k,Bold,High,Follow trends,Monthly,Online,<1hr,Jeans,Top+Jeans,Bright,Slim,5000+,3000-7000,Switch brand,Quality,Medium,40-60%,Returns,Influencer,Probably
18-24,Female,Tier 2,Working Professional,<10k,Classic,Low,Own style,Occasional,Online,3-5hr,Co-ords,Top+Jeans,Bright,Regular,1000-2000,<1000,Still buy,Influencer,Medium,10-20%,Returns,Affordable,Definitely
25-34,Female,Tier 2,Student,1L+,Trendy,High,Own style,Monthly,Online,1-3hr,Tops,Top+Jeans,Pastel,Regular,500-1000,1000-3000,Switch brand,Quality,Medium,20-40%,Quality,Affordable,Not Sure
35-44,Female,Tier 2,Homemaker,<10k,Bold,Medium,Follow trends,Monthly,Offline,5hr+,Jackets,Top+Jeans,Neutral,Slim,1000-2000,3000-7000,Still buy,Influencer,Medium,40-60%,Size,Influencer,Definitely
18-24,Male,Tier 1,Working Professional,1L+,Bold,High,Follow trends,Weekly,Both,1-3hr,Dresses,Dress+Accessories,Pastel,Slim,500-1000,<1000,Switch brand,Brand,Medium,60%+,Returns,Reviews,Definitely Not
25-34,Female,Tier 2,Student,<10k,Minimalist,Medium,Comfort first,Monthly,Online,<1hr,Tops,Co-ords,Dark,Regular,500-1000,1000-3000,Switch brand,Reviews,High,40-60%,Size,Reviews,Not Sure
35-44,Female,Tier 1,Student,1L+,Classic,Medium,Own style,Occasional,Both,5hr+,Dresses,Dress+Accessories,Bright,Oversized,Outlier,<1000,Still buy,Brand,Low,20-40%,Delivery,Trendy,Definitely Not
25-34,Male,Tier 3,Homemaker,50k-1L,Bold,Medium,Own style,Occasional,Offline,3-5hr,Tops,Top+Jeans,Dark,Oversized,1000-2000,3000-7000,Still buy,Price,Medium,40-60%,Size,Influencer,Probably
18-24,Female,Tier 1,Other,10k-25k,Minimalist,High,Own style,Monthly,Online,3-5hr,Tops,Co-ords,Bright,Regular,2000-5000,<1000,Buy less,Brand,Medium,20-40%,Returns,Influencer,Definitely Not
18-24,Female,Tier 3,Other,1L+,Bold,High,Own style,Monthly,Online,5hr+,Tops,Co-ords,Pastel,Regular,2000-5000,<1000,Switch brand,Brand,Low,10-20%,Quality,Reviews,Not Sure
35-44,Female,Tier 2,Working Professional,50k-1L,Bold,High,Follow trends,Rare,Online,3-5hr,Jeans,None,Neutral,Regular,1000-2000,1000-3000,Buy less,Quality,Low,40-60%,Delivery,Trendy,Probably Not
25-34,Male,Tier 2,Working Professional,25k-50k,Bold,High,Follow trends,Monthly,Both,<1hr,Co-ords,Top+Jeans,Pastel,Regular,<500,3000-7000,Buy less,Influencer,Medium,20-40%,Size,Influencer,Definitely
Under 18,Male,Tier 2,Homemaker,<10k,Minimalist,Medium,Comfort first,Monthly,Online,3-5hr,Jackets,Top+Jeans,Dark,Oversized,2000-5000,7000+,Still buy,Price,Low,20-40%,Quality,Reviews,Not Sure
35-44,Female,Tier 1,Working Professional,25k-50k,Trendy,Medium,Own style,Monthly,Both,1-3hr,Co-ords,Dress+Accessories,Neutral,Regular,5000+,7000+,Still buy,Quality,Medium,60%+,Delivery,Reviews,Not Sure
Under 18,Male,Tier 1,Homemaker,50k-1L,Bold,Medium,Own style,Weekly,Offline,1-3hr,Co-ords,Co-ords,Neutral,Slim,2000-5000,<1000,Buy less,Price,High,10-20%,Size,Reviews,Probably
35-44,Female,Tier 1,Student,25k-50k,Bold,Medium,Follow trends,Weekly,Online,1-3hr,Dresses,Co-ords,Bright,Oversized,Outlier,1000-3000,Still buy,Reviews,Low,60%+,Quality,Trendy,Probably
18-24,Female,Tier 2,Working Professional,25k-50k,Trendy,High,Comfort first,Occasional,Online,5hr+,Jeans,Top+Jeans,Neutral,Oversized,500-1000,3000-7000,Switch brand,Influencer,Low,60%+,Delivery,Trendy,Definitely Not
45+,Female,Tier 2,Student,50k-1L,Bold,High,Follow trends,Weekly,Offline,5hr+,Jeans,None,Bright,Slim,500-1000,1000-3000,Still buy,Quality,High,40-60%,Returns,Reviews,Definitely
18-24,Male,Tier 2,Business Owner,10k-25k,Classic,High,Own style,Weekly,Online,5hr+,Tops,Top+Jeans,Neutral,Regular,500-1000,3000-7000,Still buy,Brand,Low,20-40%,Size,Trendy,Definitely
18-24,Female,Tier 1,Homemaker,1L+,Bold,Medium,Own style,Monthly,Online,5hr+,Co-ords,Co-ords,Neutral,Regular,<500,1000-3000,Switch brand,Reviews,High,20-40%,Size,Trendy,Probably
18-24,Male,Tier 1,Business Owner,<10k,Classic,Medium,Comfort first,Weekly,Online,5hr+,Jackets,None,Bright,Regular,500-1000,7000+,Still buy,Brand,Medium,20-40%,Delivery,Trendy,Definitely Not
18-24,Male,Tier 2,Working Professional,1L+,Trendy,High,Follow trends,Monthly,Both,<1hr,Dresses,None,Neutral,Regular,500-1000,7000+,Buy less,Price,Low,40-60%,Size,Trendy,Not Sure
35-44,Male,Tier 3,Student,<10k,Minimalist,High,Own style,Weekly,Online,5hr+,Jeans,Co-ords,Pastel,Regular,Outlier,7000+,Buy less,Reviews,Low,40-60%,Quality,Affordable,Probably
45+,Male,Tier 2,Working Professional,1L+,Trendy,Low,Own style,Monthly,Both,3-5hr,Tops,Top+Jeans,Neutral,Slim,5000+,1000-3000,Buy less,Quality,High,10-20%,Size,Influencer,Probably
18-24,Non-binary,Tier 2,Business Owner,25k-50k,Bold,Medium,Comfort first,Occasional,Online,<1hr,Jackets,Top+Jeans,Dark,Regular,2000-5000,1000-3000,Still buy,Brand,Medium,60%+,Size,Influencer,Probably Not
25-34,Non-binary,Tier 2,Working Professional,10k-25k,Classic,Medium,Own style,Occasional,Online,5hr+,Co-ords,Top+Jeans,Bright,Slim,<500,<1000,Still buy,Brand,Medium,10-20%,Quality,Trendy,Definitely
35-44,Male,Tier 1,Other,25k-50k,Minimalist,High,Own style,Monthly,Both,3-5hr,Jackets,Dress+Accessories,Bright,Slim,<500,7000+,Still buy,Price,High,10-20%,Quality,Reviews,Definitely
35-44,Female,Tier 3,Business Owner,10k-25k,Bold,High,Follow trends,Weekly,Both,<1hr,Jeans,Dress+Accessories,Pastel,Slim,1000-2000,<1000,Buy less,Price,Low,40-60%,Returns,Influencer,Definitely
25-34,Male,Tier 2,Working Professional,50k-1L,Minimalist,Low,Comfort first,Occasional,Online,1-3hr,Dresses,None,Dark,Regular,500-1000,1000-3000,Still buy,Influencer,Low,20-40%,Quality,Trendy,Probably
18-24,Female,Tier 1,Student,<10k,Minimalist,Medium,Comfort first,Monthly,Offline,<1hr,Co-ords,Top+Jeans,Neutral,Regular,5000+,3000-7000,Switch brand,Influencer,High,40-60%,Size,Influencer,Not Sure
25-34,Female,Tier 2,Working Professional,<10k,Bold,High,Comfort first,Weekly,Online,5hr+,Dresses,Dress+Accessories,Pastel,Oversized,1000-2000,7000+,Still buy,Price,High,40-60%,Delivery,Reviews,Not Sure
25-34,Female,Tier 1,Student,50k-1L,Trendy,Medium,Follow trends,Occasional,Both,<1hr,Jackets,None,Neutral,Oversized,5000+,7000+,Buy less,Influencer,High,40-60%,Size,Trendy,Probably Not
Under 18,Male,Tier 3,Other,1L+,Bold,Medium,Comfort first,Rare,Online,<1hr,Jackets,Co-ords,Pastel,Slim,500-1000,7000+,Switch brand,Brand,Low,10-20%,Returns,Reviews,Definitely
25-34,Female,Tier 1,Working Professional,50k-1L,Bold,High,Own style,Monthly,Both,1-3hr,Tops,Co-ords,Bright,Oversized,500-1000,7000+,Switch brand,Price,High,20-40%,Delivery,Influencer,Probably
18-24,Male,Tier 2,Other,50k-1L,Trendy,High,Comfort first,Weekly,Offline,<1hr,Co-ords,Top+Jeans,Dark,Slim,500-1000,7000+,Buy less,Reviews,Medium,40-60%,Returns,Affordable,Probably
35-44,Prefer not to say,Tier 1,Business Owner,10k-25k,Classic,High,Own style,Rare,Online,<1hr,Jackets,Co-ords,Bright,Oversized,2000-5000,1000-3000,Switch brand,Price,High,10-20%,Size,Reviews,Definitely
18-24,Male,Tier 2,Student,50k-1L,Bold,High,Comfort first,Weekly,Both,1-3hr,Jeans,Co-ords,Pastel,Regular,5000+,7000+,Switch brand,Quality,Medium,40-60%,Quality,Trendy,Probably
25-34,Female,Tier 2,Business Owner,<10k,Minimalist,Medium,Comfort first,Rare,Both,5hr+,Jeans,Co-ords,Neutral,Regular,5000+,7000+,Switch brand,Quality,Medium,60%+,Delivery,Trendy,Not Sure
25-34,Female,Tier 2,Student,25k-50k,Bold,High,Follow trends,Monthly,Online,3-5hr,Dresses,None,Dark,Slim,1000-2000,<1000,Switch brand,Price,High,20-40%,Size,Reviews,Probably
25-34,Female,Tier 2,Other,10k-25k,Bold,Medium,Comfort first,Monthly,Both,<1hr,Jeans,Co-ords,Neutral,Slim,<500,3000-7000,Switch brand,Reviews,Medium,10-20%,Delivery,Affordable,Probably Not
18-24,Male,Tier 3,Homemaker,10k-25k,Minimalist,Low,Comfort first,Monthly,Both,1-3hr,Jackets,Co-ords,Bright,Regular,500-1000,7000+,Still buy,Price,Low,60%+,Returns,Influencer,Not Sure
25-34,Female,Tier 1,Working Professional,1L+,Trendy,High,Follow trends,Rare,Both,<1hr,Jeans,None,Neutral,Regular,500-1000,<1000,Buy less,Reviews,High,40-60%,Size,Influencer,Probably
25-34,Male,Tier 1,Other,25k-50k,Classic,High,Own style,Rare,Both,5hr+,Co-ords,Dress+Accessories,Pastel,Regular,1000-2000,1000-3000,Buy less,Brand,Low,60%+,Delivery,Influencer,Probably
25-34,Female,Tier 1,Student,10k-25k,Classic,Medium,Comfort first,Monthly,Online,5hr+,Dresses,None,Dark,Oversized,5000+,<1000,Still buy,Brand,Low,60%+,Size,Influencer,Not Sure
25-34,Male,Tier 3,Student,50k-1L,Minimalist,Medium,Comfort first,Occasional,Both,1-3hr,Co-ords,Dress+Accessories,Dark,Oversized,2000-5000,7000+,Still buy,Reviews,Medium,10-20%,Size,Influencer,Probably Not
25-34,Male,Tier 1,Student,10k-25k,Trendy,Medium,Own style,Occasional,Both,3-5hr,Jackets,None,Dark,Oversized,5000+,<1000,Buy less,Influencer,Low,20-40%,Returns,Trendy,Probably Not
35-44,Female,Tier 2,Student,10k-25k,Bold,High,Follow trends,Occasional,Online,3-5hr,Jackets,Top+Jeans,Pastel,Oversized,2000-5000,<1000,Buy less,Brand,Low,20-40%,Returns,Trendy,Probably
18-24,Male,Tier 2,Working Professional,10k-25k,Bold,High,Comfort first,Occasional,Online,<1hr,Jeans,Co-ords,Neutral,Slim,2000-5000,1000-3000,Still buy,Quality,High,10-20%,Returns,Reviews,Not Sure
35-44,Male,Tier 1,Business Owner,1L+,Bold,Medium,Follow trends,Weekly,Online,1-3hr,Tops,Dress+Accessories,Dark,Slim,5000+,<1000,Still buy,Price,High,40-60%,Quality,Reviews,Probably
25-34,Male,Tier 1,Homemaker,10k-25k,Bold,Low,Own style,Monthly,Both,3-5hr,Tops,None,Bright,Oversized,500-1000,1000-3000,Switch brand,Influencer,Low,60%+,Delivery,Influencer,Not Sure
18-24,Male,Tier 1,Working Professional,10k-25k,Bold,High,Own style,Rare,Both,5hr+,Jackets,Dress+Accessories,Bright,Slim,2000-5000,1000-3000,Still buy,Quality,Medium,20-40%,Returns,Influencer,Definitely Not
18-24,Female,Tier 2,Student,1L+,Minimalist,Low,Follow trends,Rare,Online,3-5hr,Jackets,Dress+Accessories,Bright,Oversized,1000-2000,<1000,Still buy,Price,Medium,20-40%,Quality,Influencer,Not Sure
18-24,Female,Tier 1,Working Professional,25k-50k,Bold,High,Own style,Weekly,Online,1-3hr,Dresses,Co-ords,Bright,Oversized,1000-2000,7000+,Switch brand,Quality,High,60%+,Quality,Affordable,Probably
